"Data Source","World Development Indicators",

"Last Updated Date","2025-10-07",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Armenia","ARM","Gross capital formation (% of GDP)","NE.GDI.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.1476843569867","39.7791441837119","1.6312582610658","9.8722030338445","27.9421579326358","20.8085693442274","21.0954471662552","23.2656792922768","22.6863518699904","20.7688804703858","21.92233140183","22.9043552862001","25.4182967616869","28.3479499830947","29.1225577000264","35.765438994108","42.2254576837845","44.3516229755633","47.9428358213473","41.1450508029059","38.8147549853077","31.9217989798477","24.6809527475996","22.1524900726313","21.2830406859193","20.7305301265762","18.0155086734171","18.4217402148728","22.3997393267701","17.4085294108567","19.663832943599","22.9638762261581","22.3786193446026","21.2953732476126","22.1719010251427",
"American Samoa","ASM","Gross capital formation (% of GDP)","NE.GDI.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Gross capital formation (% of GDP)","NE.GDI.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Gross capital formation (% of GDP)","NE.GDI.TOTL.ZS","31.5697604429999","33.1379800853485","28.4220585755242","30.8220246451412","30.690320455508","33.5345347934811","32.6128860271501","32.9200544497995","32.986408298812","33.6325334310313","32.9729583265594","32.0957075273079","30.4256083325851","28.3870579262173","30.568394546328","26.8061636914786","26.4262318684087","26.9642949950626","25.816921920064","27.8502437833149","27.0863357451677","28.6768180624836","29.8339588308882","25.3017200418132","26.6297913361692","28.0017664318501","28.4776233828462","27.3534567651188","27.9679711136169","29.609807754969","28.9419648482962","24.2196604162453","22.3457285957286","23.6020160772935","24.2712974452281","25.9939578014141","24.7885981976259","24.8558828020443","25.6440499626638","26.1458941440029","26.2504640290701","23.3930636328424","24.4074263067027","25.9369848139976","27.0636473789158","27.4568260355592","27.5048144980167","27.5019903160907","28.6033151100897","27.3643396718515","26.7843369965392","26.4641090007536","27.7160970136026","27.873484896287","26.7273294554667","26.2736236773973","25.4481836814214","24.1763030856454","24.6464120040498","23.391288227558","22.4277286299436","22.9372400904775","23.7681889552934","23.9740168793693","24.391289723081",
"Austria","AUT","Gross capital formation (% of GDP)","NE.GDI.TOTL.ZS","","","","","","","","","","","31.4333409830536","31.4265276695276","32.4057741283835","32.6547440551864","32.9382030442151","27.5044114028849","28.8748157765454","30.0794196614993","26.8655184002982","29.7181969744119","29.1472905075519","27.2693239400671","24.8931032241733","23.3358170355813","24.0777118139373","24.7605640221541","24.0359568701897","24.3638840312594","25.930207426435","26.8075731157937","27.0291365800716","27.2400245299165","26.5363693813937","25.5676488572243","26.4142187207699","27.1040016269491","26.4922454602716","26.3834218161954","26.2499845729946","26.2733169274141","25.9400787116929","25.4261245518381","23.7779667439374","24.4562050749722","24.2036725711211","23.9653234755669","23.8292704822076","24.7335259294195","24.7047623915806","23.0148012049122","22.8592812354211","24.3521600435893","24.2558827220405","23.9413047862951","23.848669034824","24.012126686949","24.4571707244108","24.9780618382281","25.8982762235252","25.5090080970816","25.6530737541266","27.6732436856584","29.226770327444","25.4080151070422","22.3012613797822",
"Azerbaijan","AZE","Gross capital formation (% of GDP)","NE.GDI.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.5347885402456","3.1062874251497","-0.692931681915313","21.7974522292994","15.3130504403523","23.7791733058393","29.0016833784674","34.2367729474717","33.3662733244202","26.4946623930492","20.6735762277188","20.6768756114079","34.5764948453608","53.1714825439026","57.9904339874798","41.5348372928728","29.8593848353266","21.5250083743234","18.6936308461975","18.9486398045026","18.0595784763923","20.2678468568795","22.3167232028526","25.6579354439517","27.5100357372221","27.9135711658698","25.6813382496045","24.3789256985575","20.1294761024821","20.3077798481492","23.6659543305763","17.0785981597198","12.0037141895326","17.7431851628057","21.0824224099037",
"Burundi","BDI","Gross capital formation (% of GDP)","NE.GDI.TOTL.ZS","6.25000031887757","6.89655199592323","7.37704897301033","6.01503764567164","5.36912735204978","5.76659311825392","6.7675665220635","6.85148387923851","8.18964441671865","8.28877005347594","4.53079461935769","7.60767864326492","3.18169610194764","5.3118238069234","4.0522996009489","7.58007643419691","9.08841750354228","11.1964113948967","14.036886178699","14.9162154755363","13.8857679938726","17.006175599845","14.4573966443689","22.8267996582487","18.3708354841712","13.8611293239475","11.6442299983236","22.6123716059626","15.0351399015556","16.4628867904245","14.5369768617378","14.4097631879489","10.6382980656783","11.5401492793869","6.97412715204663","6.363436388009","8.20980615735462","6.09684947491249","6.77161419290355","5.88493631971893","2.78113770989619","4.46825856260011","3.94866019879363","7.86879003706402","10.3470971301176","18.2","18.5129857241011","15.1864583013854","13.4089586890331","18.9748730212835","17.1603824318375","16.3457475597031","16.3381446870308","14.6326385171192","14.2030571572419","12.1634582505496","9.23740996969432","8.80601560454674","11.1034585930148","14.1287000005288","11.4459869190333","13.1126199999271","13.3868808148699","13.0504574343386","",
"Belgium","BEL","Gross capital formation (% of GDP)","NE.GDI.TOTL.ZS","","","","","","","","","","","29.6566888191858","28.5570889394491","26.5595358095269","27.5935750442645","30.2930162049949","26.6322365651753","26.9755800760862","26.6342768857943","26.4213414637772","25.9575738619264","26.5551106570398","22.5730012588296","21.5987922902751","18.7590888145527","19.8182689993281","18.9772622333502","18.5655923999919","19.6346877735902","21.8609744955767","23.5258653626574","24.3463734360231","22.8402761359904","22.5925252624135","21.9318894363435","22.0127684782659","21.7907720637316","21.6307467878374","22.3003415862901","22.3486590795955","22.6890118180362","23.7829613022103","22.6338254993949","20.7474019774138","20.9647077064668","22.6670601715452","23.6810632000764","23.9705491132595","24.6032741505197","25.9367703303917","22.0264057475968","22.3942744569467","24.4795580355563","23.5882360674433","22.7089453730117","23.2582959776352","23.3223676294346","24.1815766017974","24.3318331321638","25.5515767637203","24.6756822316808","24.068567845367","24.4420085715325","26.9253632848776","25.3621964476176","24.0250925146409",
"Benin","BEN","Gross capital formation (% of GDP)","NE.GDI.TOTL.ZS","11.4249717830018","10.9628408414962","11.109211341735","11.6168291782208","9.73416583214586","8.77749971102941","8.7782951178963","11.8251630532691","12.3746562986148","12.6631880774218","11.5923801456269","10.285643631099","13.3636368845738","13.0759687590775","18.2311159102171","19.3020911602236","16.6521857765632","17.7509342196848","16.0640103788601","19.0221796978577","15.1565679481707","15.6767522384168","27.6044169260841","17.3215150751257","12.7803178241589","8.93997374769409","13.4644446396163","12.9269405057397","15.6332306177376","11.8171441375108","14.060356419347","14.4780446923295","13.6211087439991","16.0581365080412","17.8022147065571","21.4197671425652","17.5511679710447","18.5448564263514","18.1551570848512","18.227093726169","16.0084024487125","17.7527202451424","14.8337225342659","15.1637900420403","15.218605125346","12.0860448919113","12.8734651191902","16.3768679983693","13.7404206600646","14.8657187295579","15.608089212583","16.4625572802737","15.276312739626","18.86187234768","19.2575856279899","20.731792085746","20.2720396046954","23.9604222292501","26.3865130249513","25.6298005790604","25.6338435081567","28.8506183177663","31.1483716430973","34.5306621756362","35.0616847972117",
"Burkina Faso","BFA","Gross capital formation (% of GDP)","NE.GDI.TOTL.ZS","8.51993883472013","8.65423244076445","8.7078006986699","8.80123695624159","9.63910843996261","8.71195309693156","7.97208404775534","8.02271556863936","8.27018498705671","9.61030709849981","10.270033771264","14.8739002346814","17.2774944490496","20.631068926715","25.5231718077638","23.1042219989016","22.8445038626324","19.5624544512027","18.3189338028038","16.4000938527472","15.1069505593291","14.1309296513323","17.9266349310782","17.1322658540656","14.1666284842185","22.9532781499561","20.1365915917835","19.2226564070552","18.7889112659956","20.4100171651494","18.9133966293571","21.2456099038687","19.3024334654199","19.459397383889","27.1661616484543","23.9253428809499","24.944707127053","27.3917783789695","24.1745628345865","17.2965015904257","14.5706990626075","13.5458978685006","13.4516848777294","15.4592813585183","15.5181038099984","17.5635935306702","16.1250056320714","18.2510847811436","20.7319624459801","19.9900322638267","21.9904340000138","22.1235118043343","24.6529928973207","23.7099150061433","19.2622491931648","19.4066997164243","20.7955479484027","22.0618365902649","21.7391048190018","19.7578680144889","17.1615174265995","15.5079014507343","17.4975778095309","22.5438564249502","27.0961973184724",
"Bangladesh","BGD","Gross capital formation (% of GDP)","NE.GDI.TOTL.ZS","6.89426584038759","7.72941134721944","11.9904086727836","9.85562867298552","11.9751662541869","11.4762752432939","9.01689829253079","10.7087041177763","14.154801345283","12.5083636694694","11.3446569376759","8.22782728437302","4.69769640474618","8.71200689758102","7.37485722304406","6.14790581498772","9.91136204173915","11.5232177984098","11.5467985472657","11.2038721266497","14.4393912962956","17.1557664410058","17.3632790930077","16.5627367701504","16.4842575699599","15.8309437037216","16.1764548292232","15.4734420283602","15.7359830693445","16.1209144348967","16.4586755151535","16.8959474633294","17.3050292766937","17.9468320109013","18.402556188374","19.1197958221399","20.7299506037379","21.8162145054057","22.1214128239602","22.7213703034657","23.8085625731369","24.1743067306933","24.3414161366729","24.6791888612834","24.9918339447004","25.8304355145863","26.1441457474299","26.1784970672047","26.2022714003991","26.2060570157536","26.2466561760577","27.4209733686034","28.2623350097187","28.3896207536466","28.5778757115563","28.886689247008","30.2397639179985","30.9468731155675","31.8225747704431","32.2137331126266","31.3079413414304","31.0187387357172","32.047275580905","30.9512000834944","30.7004906382085",
"Bulgaria","BGR","Gross capital formation (% of GDP)","NE.GDI.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","33.9963553177465","35.4878136458408","34.1295281425568","32.8899264118922","33.2033507099577","32.1972799759475","35.8763413684718","32.9038386260549","34.4174353437597","33.1090572826131","25.588778293303","22.5976418570376","19.8889442231076","15.2820341251255","9.39117199391172","17.7287824425775","1.15731098937928","9.7273816374924","18.7086050292142","19.8436996364963","19.0461434857678","21.3510717892793","20.5290208799206","22.0741733883245","23.4333521102503","27.7396716608631","32.0563353125989","33.6062336623614","36.9245389748046","28.5382207093012","22.5179685624585","21.3581829600151","21.8870849869755","21.0060108987805","21.5078339407257","20.9999295980527","18.9624324900328","19.8169984706422","21.1168434390686","20.6958565853763","20.1337042876266","20.6962006537931","22.6868124930814","19.749565552763","20.3540809208624",
"Bahrain","BHR","Gross capital formation (% of GDP)","NE.GDI.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","40.5672438426273","36.5976553939922","31.9052361032189","38.568869737229","37.44829740166","31.3522077569477","23.417609932171","22.3899698870627","17.7648883474967","21.6672283860815","14.4494275559834","25.1521262819148","25.870904237088","16.0977766087387","17.2666142954711","12.8476626290964","12.6688993317759","15.3435407727243","18.8405037317512","6.95233313658607","16.5750590582953","15.7093968978237","23.3477306246465","23.735810361348","20.5199354428997","26.7352737398905","30.3879536462009","34.7132604204404","34.9481240884218","26.1446971919251","28.5983560641646","22.4979327291611","28.317881858975","26.2023479687922","26.9460777171498","25.624930054818","27.8856985037807","33.5452340547335","35.5603270592169","35.6238573504316","37.2956675002815","28.0921527834978","24.5901868987674","29.2640793410082","",
"Bahamas, The","BHS","Gross capital formation (% of GDP)","NE.GDI.TOTL.ZS","","","","","","","","","","","","","","","","","","12.5105189340813","11.3407015857761","12.8268105959984","18.2880251628847","18.8433228180862","21.4661344484572","20.3312557710065","16.3490274851796","19.1709406287302","18.422649140546","18.7951370226653","","31.4996734160679","29.414718888187","29.3568958202085","27.8613702155034","23.3395860284605","25.8606934642528","27.6550014581511","30.4937655860349","29.0792058569001","32.1122399103205","28.7524385498453","30.1852170564615","26.8735956373237","24.2085493336456","24.2737108642641","23.1908641247271","27.3367763973892","33.5164375814502","30.5104187660218","29.4556336690101","28.053608710113","27.9860060064819","30.1833582411908","31.3421141002201","29.1972544939047","31.3993051503263","24.6114077177806","25.7808751862233","27.5562589881818","25.6388854218672","25.3844995104316","23.0710591323143","24.4404752014622","23.8155546600656","22.8631485204272","26.8063766358446",
"Bosnia and Herzegovina","BIH","Gross capital formation (% of GDP)","NE.GDI.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.9831460781267","41.2139014001628","41.9999993717899","38.0000002760846","27.9999793095576","29.7272486017105","30.9796327754853","30.8221182952827","29.689360528506","29.8957101126865","28.7397822003268","25.2768165996806","29.8412812469917","31.6950160007338","23.6484988031786","19.708762239122","22.199889582133","22.4364115870283","21.2335805467275","22.5258642223175","21.6895898494442","22.7149682778236","24.6345950144464","24.41012062718","24.8437950565657","23.1065336178264","26.0821780084725","27.423549920209","26.324210390014","30.7681555803085",
"Belarus","BLR","Gross capital formation (% of GDP)","NE.GDI.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.5588914549654","33.3333333333333","31.5217391304348","41.0152284263959","32.9343000056202","24.7498002520531","23.5192009966691","26.8369544475643","26.7119649197264","23.7067689249137","25.3986730605006","23.7608599445648","22.1768515932559","24.9543276593883","28.6673014374357","28.4604661956657","32.1841371566982","34.0919031794272","37.6416510261128","36.8640444559238","40.6563662623236","37.2175950788459","35.0942730563184","38.7980262073973","34.8410329356421","29.0346959914608","26.4775827022928","28.0303589091824","28.0788785453202","29.1499946931726","27.4548359346196","24.3807348526394","21.5979064833979","24.7116791837371","25.8358517163125",
"Belize","BLZ","Gross capital formation (% of GDP)","NE.GDI.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","17.9288306138306","18.8789581975072","14.1313584791792","14.3343717337402","17.1608660237644","16.0338778280543","14.9706876404494","15.8917212341687","18.2744345711235","22.2265010181226","22.2059764232843","24.3677775916932","23.1238779174147","25.1046025104602","18.3866373171047","19.5958732678103","18.2170770406065","17.9184795053813","16.7294244217321","21.4446388402899","26.3412064272544","22.0839017735334","20.7688908528502","17.8012071204828","16.7755291430203","17.8650123733008","17.3773685699023","17.427215746002","21.1052964517799","16.3162570328694","15.208798762674","11.521304835664","12.4908348172201","13.9466240314844","17.0934175143225","16.6890859761519","17.9894652263191","15.0465516480607","16.5267633271558","16.8529916677134","18.5769880314267","21.8545371919605","22.4821723399023","18.2747688996853","",
"Bermuda","BMU","Gross capital formation (% of GDP)","NE.GDI.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.0430267361979","12.5825420569453","11.0144291764369","10.8931113391845","12.0945969964397","11.8925858297364","12.8032086210967","13.763644733725","13.4097576009445","14.7485170334877","12.2379040805742","12.902924909709","12.536566366296","11.1992411450802","11.2837130576156",
"Bolivia","BOL","Gross capital formation (% of GDP)","NE.GDI.TOTL.ZS","","","","","","","","","","","16.3880152292667","16.8331284572833","20.1375598086124","20.4178537511871","14.5814495788322","23.022569516605","19.1852488704337","19.1573372973475","24.6948219462248","20.8313934153642","16.6377551478981","16.0512799213634","15.6239101625166","13.2382468850762","19.6716028308147","19.464305732424","13.5589242842271","13.508042680195","13.9807785321096","11.587557434737","12.5319367065277","15.5777692542444","16.7043358669022","16.5637752364324","14.371195053134","15.244003062267","16.2372212746505","19.6319690404537","23.6065117115701","18.771852078251","18.1434786934628","14.2684344660588","16.294673391902","13.2320723069973","11.0217031489009","14.2536216336637","13.8653311051279","15.1866548549559","17.5527400611141","16.971260971496","17.0070184588469","19.8155524290026","17.6729919914841","19.0177268858945","21.0337970312715","20.2812768788265","21.0573618533858","22.220286318471","20.5963525597123","19.8750108890925","15.7781295148662","16.7907440667662","16.6168659671801","17.6169589634039","",
"Brazil","BRA","Gross capital formation (% of GDP)","NE.GDI.TOTL.ZS","17.5232269408406","18.8354665120659","20.3126738423307","19.0396965842808","18.8226041657334","19.4218502397387","19.0343850340575","16.6495536472918","18.8871335395952","22.5249333862905","20.5420007091554","21.2625148787298","21.2085471898153","22.0447346391829","24.3114640242604","25.6975921331099","23.0421198404484","22.0475188520747","23.0331267356395","23.1379277243404","23.1135062558596","23.580302746211","21.8998565393313","17.8825127668248","17.4692254111657","20.299093219092","19.9608396615159","23.1736016647865","24.3442266859346","26.9027870382664","20.1677066020429","19.768768868394","18.9345399423489","20.8463552065145","22.1455629464805","17.2923463458623","17.2669463759545","17.7639856110956","18.1647519194741","17.3895597435179","18.9031192683871","18.7418602950836","17.4490794834956","16.8566884007152","17.9125683422575","17.2048834494962","17.8164738793472","19.8193259830854","21.6193828541669","18.796135029807","21.8013215585586","21.8262711166856","21.4172253691912","21.6937669568432","20.5484107553739","17.4116258675005","14.9695469721031","14.6255875978858","15.0950416291605","15.5167908009424","16.1158206039466","19.5218850206383","18.0882204442366","15.7606472065087","16.9097275627217",
"Barbados","BRB","Gross capital formation (% of GDP)","NE.GDI.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Brunei Darussalam","BRN","Gross capital formation (% of GDP)","NE.GDI.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.132431245796","10.8883467958047","12.1490865404837","15.3763343039105","19.6242738311305","18.1087984609364","22.5398742419762","27.5780983636644","23.6709520501879","24.6719369500098","15.5887590060006","18.7374705173865","20.8703203595228","33.8596055448345","21.9878806454224","19.587965994034","16.115269875446","15.1721720000157","19.7540037313454","20.6413589266033","26.220391069934","23.690257538092","26.0242928828767","32.882146522172","39.5934116210132","27.4418170153291","35.2473259098035","34.6202628217566","34.8047601846553","41.0665958991301","38.6777535464503","40.5878302385858","31.2725676466356","25.8510429801435","29.6282075098656","28.3623680243552",
"Bhutan","BTN","Gross capital formation (% of GDP)","NE.GDI.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","31.5267329456202","33.7651237426316","37.0630403646791","40.7023038599502","39.5063538907005","45.9283635452411","43.8697913427241","38.4314215490844","40.06760835762","33.8043371019896","27.8570301973124","32.4271872410223","39.9853761229255","41.0868079846613","48.9149717328521","44.7169159640622","37.4597045608218","27.2132660409736","31.3105533972852","35.2474105213207","54.0420474077414","61.3891806428222","68.5694487644125","66.860297997122","67.7331934324244","61.2151499544783","47.8076929499924","42.9183614516456","44.1634785286925","50.189271152596","62.9334525245912","68.2199911028334","69.4487268866834","64.0143242143309","56.5119544142318","56.4311104866744","56.3993877727553","54.1677690599275","54.0155173304793","46.0853579286619","39.0705723424763","44.3885960336557","55.7788292981126","45.1837179455795","",
"Botswana","BWA","Gross capital formation (% of GDP)","NE.GDI.TOTL.ZS","6.0157377230548","7.39943781282824","8.7990623144","9.80709519719892","12.2828705146115","13.2621951219512","21.8157181571816","25.4462003115376","30.7368421052632","38.2538253825383","45.3226976069616","50.4405286343612","50.9441384736428","50.8999704927707","47.8720846357297","41.8998667428136","33.7712519319938","33.4648257725181","36.3636363636364","37.2193953906016","40.0521496573889","43.4056761268781","37.6584852399407","29.3891200373294","29.4435306166786","22.9944128810203","21.4853452558371","15.5008334596151","23.5845154886472","36.1081829228058","37.3669769651251","33.2101747012514","30.4193006321517","28.7795309764933","25.9825442079303","27.1301337481509","23.4435212132871","24.0519865995919","37.9366725943489","25.6259512487481","29.551080393757","29.888136618651","30.1938052068805","30.1430074223364","31.3514430014324","25.374133887578","21.692781593681","23.0747568630383","35.4683348008758","32.6299076727603","34.7021091252242","39.1181150467037","35.9998617809678","24.8793287159182","25.2530625662887","28.4432892203156","22.0676982064961","25.0058963191325","25.902879643882","30.8204405592326","32.7272598321924","27.3637239053257","26.7915178682867","30.2958784873742","36.1924400742642",
"Central African Republic","CAF","Gross capital formation (% of GDP)","NE.GDI.TOTL.ZS","19.6363558254555","21.1920526292707","23.2786931652776","21.7665568639355","22.1264358377924","21.4092140921409","21.1340180412371","21.8362332506203","16.2191162781606","16.3656809951136","17.9836725059846","18.7486065298326","18.4335091758965","20.845819730692","15.5018227040011","13.8013083941029","11.9662600437102","11.5539359714923","10.8868706910689","9.79419790195751","7.00712558895795","8.73940581291743","6.6693745735901","11.8326550451605","12.307141868553","15.3840610482698","12.7794631117698","12.6311152484333","10.509412126939","11.7558442614205","12.708059808033","12.6480117971933","12.402501317821","10.5784818131858","11.7060536294691","14.1190311542986","7.27502143391952","10.0801891360073","11.0127689102356","12.9619643989924","11.0722959362908","10.2408292129649","9.62494666555282","6.4047925068294","6.81213802638146","9.86481735599986","10.2342110190608","10.6872405778362","12.728492373968","13.2041724777738","16.8437813047686","13.7084644737209","10.8339751287687","7.5153240218181","21.9907907197476","21.8053804538636","22.463467946845","25.6012512008403","26","26","25.9999999979092","25.3641399970476","24.3266600012173","23.7477562200269","15.4089633636494",
